Età	Stato civile	Tipo di indicatore demografico	Territorio	Seleziona periodo	Sesso	0	Flags
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2017"	"maschi"	4793	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2012"	"femmine"	5529	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2013"	"femmine"	5358	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2014"	"femmine"	5349	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2015"	"femmine"	5171	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2016"	"femmine"	5236	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2017"	"femmine"	4920	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2012"	"totale"	11037	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2013"	"totale"	10711	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2014"	"totale"	10679	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2015"	"totale"	10356	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2016"	"totale"	10452	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2017"	"totale"	9713	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2012"	"maschi"	4179	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2013"	"maschi"	4088	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2014"	"maschi"	4003	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2015"	"maschi"	3888	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2016"	"maschi"	4029	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2017"	"maschi"	3623	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2012"	"femmine"	4181	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2013"	"femmine"	4137	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2014"	"femmine"	4062	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2015"	"femmine"	3863	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2016"	"femmine"	3979	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2017"	"femmine"	3819	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2012"	"totale"	8360	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2013"	"totale"	8225	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2014"	"totale"	8065	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2015"	"totale"	7751	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2016"	"totale"	8008	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2017"	"totale"	7442	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2012"	"maschi"	1329	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2013"	"maschi"	1265	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2014"	"maschi"	1327	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2015"	"maschi"	1297	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2016"	"maschi"	1187	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2017"	"maschi"	1170	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2012"	"femmine"	1348	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2013"	"femmine"	1221	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2014"	"femmine"	1287	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2015"	"femmine"	1308	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2016"	"femmine"	1257	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2017"	"femmine"	1101	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2012"	"totale"	2677	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2013"	"totale"	2486	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2014"	"totale"	2614	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2015"	"totale"	2605	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2016"	"totale"	2444	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2017"	"totale"	2271	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2012"	"maschi"	9848	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2013"	"maschi"	9398	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2014"	"maschi"	9105	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2015"	"maschi"	8959	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2016"	"maschi"	8483	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2017"	"maschi"	8268	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2012"	"femmine"	9871	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2013"	"femmine"	9462	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2014"	"femmine"	9085	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2015"	"femmine"	9007	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2016"	"femmine"	8655	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2017"	"femmine"	8268	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2012"	"totale"	19719	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2013"	"totale"	18860	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2014"	"totale"	18190	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2015"	"totale"	17966	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2016"	"totale"	17138	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2017"	"totale"	16536	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2012"	"maschi"	2260	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2013"	"maschi"	2126	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2014"	"maschi"	2129	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2015"	"maschi"	2062	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2016"	"maschi"	2098	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2017"	"maschi"	1856	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2012"	"femmine"	2283	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2013"	"femmine"	2201	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2014"	"femmine"	2147	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2015"	"femmine"	2184	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2016"	"femmine"	2012	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2017"	"femmine"	1892	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2012"	"totale"	4543	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2013"	"totale"	4327	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2014"	"totale"	4276	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2015"	"totale"	4246	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2016"	"totale"	4110	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2017"	"totale"	3748	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2012"	"maschi"	3142	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2013"	"maschi"	2983	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2014"	"maschi"	2765	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2015"	"maschi"	2791	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2016"	"maschi"	2531	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2017"	"maschi"	2589	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2012"	"femmine"	2955	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2013"	"femmine"	2999	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2014"	"femmine"	2741	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2015"	"femmine"	2679	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2016"	"femmine"	2632	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2017"	"femmine"	2541	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2012"	"totale"	6097	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2013"	"totale"	5982	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2014"	"totale"	5506	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2015"	"totale"	5470	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2016"	"totale"	5163	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2017"	"totale"	5130	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2012"	"maschi"	1996	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2013"	"maschi"	1972	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2014"	"maschi"	1963	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2015"	"maschi"	1865	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2016"	"maschi"	1722	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2017"	"maschi"	1681	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2012"	"femmine"	2093	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2013"	"femmine"	1985	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2014"	"femmine"	1928	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2015"	"femmine"	1930	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2016"	"femmine"	1796	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2017"	"femmine"	1782	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2012"	"totale"	4089	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2013"	"totale"	3957	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2014"	"totale"	3891	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2015"	"totale"	3795	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2016"	"totale"	3518	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2017"	"totale"	3463	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2012"	"maschi"	1319	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2013"	"maschi"	1315	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2014"	"maschi"	1225	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2015"	"maschi"	1218	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2016"	"maschi"	1173	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2017"	"maschi"	1188	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2012"	"femmine"	1315	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2013"	"femmine"	1222	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2014"	"femmine"	1231	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2015"	"femmine"	1165	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2016"	"femmine"	1190	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2017"	"femmine"	1095	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2012"	"totale"	2634	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2013"	"totale"	2537	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2014"	"totale"	2456	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2015"	"totale"	2383	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2016"	"totale"	2363	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2017"	"totale"	2283	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2012"	"maschi"	34756	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2013"	"maschi"	34182	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2014"	"maschi"	36711	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2015"	"maschi"	37062	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2016"	"maschi"	35916	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2017"	"maschi"	35559	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2012"	"femmine"	35535	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2013"	"femmine"	34632	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2014"	"femmine"	37215	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2015"	"femmine"	36547	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2016"	"femmine"	35072	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2017"	"femmine"	34815	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2012"	"totale"	70291	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2013"	"totale"	68814	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2014"	"totale"	73926	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2015"	"totale"	73609	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2016"	"totale"	70988	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2017"	"totale"	70374	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2012"	"maschi"	2067	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2013"	"maschi"	1980	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2014"	"maschi"	2089	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2015"	"maschi"	1980	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2016"	"maschi"	1886	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2017"	"maschi"	1882	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2012"	"femmine"	2005	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2013"	"femmine"	1947	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2014"	"femmine"	2134	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2015"	"femmine"	2050	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2016"	"femmine"	1942	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2017"	"femmine"	1842	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2012"	"totale"	4072	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2013"	"totale"	3927	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2014"	"totale"	4223	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2015"	"totale"	4030	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2016"	"totale"	3828	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2017"	"totale"	3724	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2012"	"maschi"	976	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2013"	"maschi"	934	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2014"	"maschi"	918	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2015"	"maschi"	940	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2016"	"maschi"	923	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2017"	"maschi"	898	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2012"	"femmine"	925	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2013"	"femmine"	926	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2014"	"femmine"	984	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2015"	"femmine"	860	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2016"	"femmine"	814	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2017"	"femmine"	885	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2012"	"totale"	1901	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2013"	"totale"	1860	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2014"	"totale"	1902	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2015"	"totale"	1800	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2016"	"totale"	1737	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2017"	"totale"	1783	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2012"	"maschi"	24732	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2013"	"maschi"	24257	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2014"	"maschi"	26619	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2015"	"maschi"	26952	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2016"	"maschi"	26079	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2017"	"maschi"	25809	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2012"	"femmine"	25658	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2013"	"femmine"	24886	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2014"	"femmine"	27096	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2015"	"femmine"	26930	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2016"	"femmine"	25773	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2017"	"femmine"	25662	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2012"	"totale"	50390	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2013"	"totale"	49143	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2014"	"totale"	53715	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2015"	"totale"	53882	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2016"	"totale"	51852	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2017"	"totale"	51471	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2012"	"maschi"	3682	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2013"	"maschi"	3707	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2014"	"maschi"	3818	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2015"	"maschi"	3824	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2016"	"maschi"	3734	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2017"	"maschi"	3819	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2012"	"femmine"	3621	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2013"	"femmine"	3608	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2014"	"femmine"	3718	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2015"	"femmine"	3612	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2016"	"femmine"	3438	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2017"	"femmine"	3407	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2012"	"totale"	7303	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2013"	"totale"	7315	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2014"	"totale"	7536	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2015"	"totale"	7436	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2016"	"totale"	7172	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2017"	"totale"	7226	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2012"	"maschi"	3299	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2013"	"maschi"	3304	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2014"	"maschi"	3267	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2015"	"maschi"	3366	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2016"	"maschi"	3294	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2017"	"maschi"	3151	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2012"	"femmine"	3326	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2013"	"femmine"	3265	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2014"	"femmine"	3283	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2015"	"femmine"	3095	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2016"	"femmine"	3105	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2017"	"femmine"	3019	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2012"	"totale"	6625	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2013"	"totale"	6569	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2014"	"totale"	6550	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2015"	"totale"	6461	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2016"	"totale"	6399	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2017"	"totale"	6170	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2012"	"maschi"	92635	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2013"	"maschi"	90152	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2014"	"maschi"	89450	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2015"	"maschi"	89899	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2016"	"maschi"	87962	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2017"	"maschi"	87211	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2012"	"femmine"	93102	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2013"	"femmine"	90113	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2014"	"femmine"	90327	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2015"	"femmine"	89992	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2016"	"femmine"	86858	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2017"	"femmine"	85930	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2012"	"totale"	185737	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2013"	"totale"	180265	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2014"	"totale"	179777	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2015"	"totale"	179891	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2016"	"totale"	174820	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2017"	"totale"	173141	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2012"	"maschi"	8648	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2013"	"maschi"	8424	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2014"	"maschi"	8353	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2015"	"maschi"	8242	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2016"	"maschi"	8014	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2017"	"maschi"	7951	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2012"	"femmine"	8330	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2013"	"femmine"	8071	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2014"	"femmine"	8146	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2015"	"femmine"	8277	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2016"	"femmine"	7723	
"32 anni"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2017"	"femmine"	7691	
